iter	Logloss
213	0.03649836683
214	0.03644335607
215	0.03632992988
216	0.03617427295
217	0.03605662666
218	0.03596126622
219	0.03586027948
220	0.03576190366
221	0.03562357315
222	0.03549775533
223	0.03536384879
224	0.03519320576
225	0.03510520512
226	0.03499247098
227	0.03491824762
228	0.03484055434
229	0.03477120166
230	0.03474157493
231	0.03469694934
232	0.03454303245
233	0.03447434763
234	0.03444241621
235	0.03437247425
236	0.03430514151
237	0.03419522967
238	0.03405582443
239	0.03396872277
240	0.03388966747
241	0.03374466033
242	0.03358687104
243	0.03349559539
244	0.03339833125
245	0.03322826231
246	0.03315033029
247	0.03300937901
248	0.03293521852
249	0.03280051452
250	0.0327298743
251	0.03265609623
252	0.03259647188
253	0.03242703475
254	0.03230851207
255	0.03217840572
256	0.03208602653
257	0.03201472267
258	0.03191727939
259	0.03182396081
260	0.03178595773
261	0.03173829437
262	0.031693041
263	0.03157377389
264	0.03147902301
265	0.03141649664
266	0.03130003103
267	0.03126834671
268	0.03120899101
269	0.03117139776
270	0.03109554309
271	0.03106433601
272	0.03103900249
273	0.03089111855
274	0.03085927343
275	0.03081942104
276	0.03074245293
277	0.03066923223
278	0.03058877071
279	0.03048060127
280	0.03040164323
281	0.03037299065
282	0.03028585753
283	0.03019882081
284	0.0301438603
285	0.0300558003
286	0.03001109563
287	0.02996930681
288	0.0299062314
289	0.0298370078
290	0.02978414108
291	0.02972745205
292	0.02958884276
293	0.02953035343
294	0.02948288011
295	0.02945613544
296	0.02943421563
297	0.02937862325
298	0.0292344406
299	0.02918393863
300	0.02913898832
301	0.02912004264
302	0.02904709279
303	0.02894750105
304	0.02883620653
305	0.02878166133
306	0.02863782907
307	0.02860877134
308	0.02847722263
309	0.02830281427
310	0.02816123649
311	0.02812355753
312	0.02804779108
313	0.02801911267
314	0.02799625609
315	0.0278465477
316	0.02779193031
317	0.02772056318
318	0.02763460406
319	0.02759083616
320	0.02752791592
321	0.02745699413
322	0.02735090302
323	0.02730871834
324	0.0271278543
325	0.02709786971
326	0.02702657295
327	0.02700449801
328	0.02698660995
329	0.02691720564
330	0.02688763638
331	0.02684392025
332	0.02677191953
333	0.02672094206
334	0.02666232625
335	0.02661488199
336	0.02658210289
337	0.02648367632
338	0.02633335422
339	0.02631412422
340	0.02626028139
341	0.026229896
342	0.02616656766
343	0.02610081859
344	0.02605718166
345	0.0260376355
346	0.02599052718
347	0.02597154312
348	0.02593201674
349	0.02587817123
350	0.02583814499
351	0.02581887893
352	0.02572752719
353	0.02560712179
354	0.02549396996
355	0.02542861828
356	0.02534907009
357	0.02524475173
358	0.02519442202
359	0.02517159022
360	0.02511216421
361	0.02507868971
362	0.02504756277
363	0.02493024091
364	0.02488504216
365	0.02483000564
366	0.02477026944
367	0.02471521136
368	0.02469342657
369	0.02460704775
370	0.02457069355
371	0.02454821632
372	0.02453137128
373	0.02447596029
374	0.02438333002
375	0.02436903394
376	0.02433627499
377	0.02430592802
378	0.02423183391
379	0.02414379706
380	0.02410823895
381	0.02399630398
382	0.02394845125
383	0.02391699101
384	0.02388395177
385	0.02381141826
386	0.02374845071
387	0.02370136268
388	0.02366117806
389	0.02357772884
390	0.02353862636
391	0.0234823872
392	0.02345553761
393	0.02341127895
394	0.02329878773
395	0.02319388146
396	0.02312944662
397	0.02309106689
398	0.02304186105
399	0.0229972356
400	0.02296243074
401	0.0229022159
402	0.02281427215
403	0.02277503336
404	0.0227440085
405	0.02267406516
406	0.02262622544
407	0.02256663436
408	0.02250682782
409	0.02240198471
410	0.02234066363
411	0.02232948206
412	0.02224737378
413	0.02223766531
414	0.02220990626
415	0.02219435433
416	0.02210183331
417	0.0220474518
418	0.02201689859
419	0.02198185912
420	0.02194066227
421	0.02189799077
422	0.02180763186
423	0.02174018275
424	0.02169543367
425	0.02164465456
426	0.02156322685
427	0.02147886239
428	0.02142177421
429	0.02134709248
430	0.02128601563
431	0.02127556278
432	0.02124776664
433	0.02119349424
434	0.02116410486
435	0.02110302659
436	0.02108659681
437	0.02106011513
438	0.02101735579
439	0.02095557666
440	0.02091397819
441	0.02086978652
442	0.02083914983
443	0.02078034162
444	0.0206791378
445	0.02066606294
446	0.02064812624
447	0.02060815426
448	0.02051980006
449	0.02050503553
450	0.02049039037
451	0.02041811511
452	0.02040963801
453	0.02036057853
454	0.02030460534
455	0.02025044236
456	0.02021373935
457	0.02014535241
458	0.02012315779
459	0.02007665165
460	0.02002357917
461	0.01999134733
462	0.01997987735
463	0.01987978723
464	0.01987209034
465	0.01983291028
466	0.0198022593
467	0.01978067289
468	0.01977412109
469	0.01976280487
470	0.01970799798
471	0.01966971019
472	0.01959042198
473	0.01954050649
474	0.01945841763
475	0.01939957065
476	0.01932030714
477	0.01927242143
478	0.01926230203
479	0.01924655879
480	0.01923879453
481	0.0192297213
482	0.01915775637
483	0.01915196892
484	0.01910371102
485	0.01903523187
486	0.01898744268
487	0.0189790346
488	0.01895022107
489	0.01894436609
490	0.01893503553
491	0.01890891629
492	0.01890305703
493	0.01883428456
494	0.018827569
495	0.01880186048
496	0.01875473924
497	0.01871634374
498	0.01869958637
499	0.01863131084
500	0.01855940497
501	0.01849265012
502	0.01848383968
503	0.01844417689
504	0.01840945087
505	0.01837469605
506	0.01835214564
507	0.0183029654
508	0.0182555093
509	0.01823998336
510	0.01819296673
511	0.01818748103
512	0.01817993504
513	0.01813737291
514	0.0181316573
515	0.01811458524
516	0.01807288823
517	0.01804245929
518	0.01798619899
519	0.01791634171
520	0.01786909825
521	0.01778773378
522	0.01772600346
523	0.01768848865
524	0.01765617067
525	0.01760475938
526	0.01760095761
527	0.01754153741
528	0.01753696408
529	0.01753176
530	0.01752699558
531	0.01751234861
532	0.01744692557
533	0.01739223662
534	0.01738870066
535	0.01738168475
536	0.01731340239
537	0.01726568376
538	0.01725248678
539	0.01721469026
540	0.01719698307
541	0.01715451589
542	0.01709715875
543	0.01707606389
544	0.01707260983
545	0.01701827627
546	0.01695334452
547	0.01692823489
548	0.01691153624
549	0.01690178753
550	0.01689841681
551	0.01686876887
552	0.01680962151
553	0.0167746527
554	0.01673937517
555	0.01669253695
556	0.01664557073
557	0.01661067233
558	0.01654965448
559	0.01649280616
560	0.0164646621
561	0.01646225403
562	0.01641849921
563	0.01641198474
564	0.01637309916
565	0.0163056215
566	0.01625462943
567	0.01621637489
568	0.01616272915
569	0.01614171721
570	0.01612001467
571	0.01608342824
572	0.01604020481
573	0.01601550623
574	0.01601224757
575	0.01596288924
576	0.01592341323
577	0.01587333388
578	0.01585456502
579	0.0158381596
580	0.01580326407
581	0.01577350056
582	0.01569882042
583	0.01566006675
584	0.01559786519
585	0.0155518172
586	0.0154986082
587	0.01545446537
588	0.01544748681
589	0.01540219606
590	0.01536216535
591	0.01534876291
592	0.01530738024
593	0.01525866
594	0.01524423727
595	0.01522052337
596	0.01518515928
597	0.01514977793
598	0.015141456
599	0.01512767592
600	0.01509919282
601	0.01509620859
602	0.01505215104
603	0.0150465633
604	0.01500688308
605	0.01498262531
606	0.01494965106
607	0.01493135083
608	0.01491089673
609	0.01486744772
610	0.01483183405
611	0.01481275907
612	0.01474212889
613	0.01471587694
614	0.01470610819
615	0.01466557072
616	0.0146154165
617	0.01459440596
618	0.01456931795
619	0.01454100761
620	0.01449231289
621	0.01446818035
622	0.01443262548
623	0.01442231358
624	0.01440786802
625	0.01439389238
626	0.01438868959
627	0.01436791765
628	0.01434700675
629	0.0143115925
630	0.01426886627
631	0.01425993938
632	0.0142249608
633	0.01421504402
634	0.01417525456
635	0.01415021131
636	0.01413964654
637	0.0140861531
638	0.01405902636
639	0.01404758393
640	0.01404530804
641	0.01404026488
642	0.01402250894
643	0.01401194529
644	0.01400705297
645	0.0139763949
646	0.01394173481
647	0.01390839858
648	0.01390350335
649	0.01388400866
650	0.01384425225
651	0.01381884536
652	0.01379319872
653	0.01378458659
654	0.01377999886
655	0.01374369696
656	0.01371376828
657	0.01368845063
658	0.01364258509
659	0.01363151291
660	0.01362934047
661	0.01362485907
662	0.01358776973
663	0.01358410603
664	0.01357503675
665	0.01355867737
666	0.01352270421
667	0.01349221125
668	0.01348187186
669	0.01345795781
670	0.0134353786
671	0.01342233385
672	0.01340408537
673	0.0133737905
674	0.01335078741
675	0.01331828983
676	0.01331394923
677	0.01330687304
678	0.01329691172
679	0.01326799017
680	0.01324453036
681	0.01319847526
682	0.01319446804
683	0.0131753873
684	0.01317288153
685	0.0131397978
686	0.01311211203
687	0.01307670375
688	0.01304268201
689	0.01301726193
690	0.01300706373
691	0.01294855159
692	0.01291823658
693	0.01288831661
694	0.01286391695
695	0.01284212798
696	0.0128398248
697	0.0127970773
698	0.01277458564
699	0.01277257843
700	0.0127577693
701	0.01274302626
702	0.01272861665
703	0.01271949417
704	0.01267856135
705	0.01267018338
706	0.01264347332
707	0.0126074271
708	0.01258125995
709	0.01255605559
710	0.01254695944
711	0.01254379846
712	0.01250936101
713	0.01247375858
714	0.01245583056
715	0.01241205131
716	0.01240972083
717	0.01238693032
718	0.01235940693
719	0.01235760806
720	0.01235024307
721	0.01232892084
722	0.01232446689
723	0.01229954726
724	0.01229175526
725	0.01228999518
726	0.01228829976
727	0.01227642335
728	0.01223123026
729	0.01222040827
730	0.01219945976
731	0.01219199008
732	0.01216818803
733	0.0121486389
734	0.01212878817
735	0.01209686081
736	0.01207534493
737	0.01205115797
738	0.01201538809
739	0.01200854752
740	0.0119876931
741	0.01197652774
742	0.01195268824
743	0.01194936349
744	0.01192739417
745	0.01189527192
746	0.01186513834
747	0.01182592608
748	0.01178474194
749	0.01176193912
750	0.0117603608
751	0.0117530942
752	0.01173521325
753	0.01172266426
754	0.01171150181
755	0.01167488499
756	0.01166191193
757	0.01163763017
758	0.0116125164
759	0.0116018424
760	0.01156610628
761	0.01154425546
762	0.01152868455
763	0.0115213904
764	0.01150415314
765	0.01148896113
766	0.01146447657
767	0.01146272439
768	0.01145687088
769	0.01145264526
770	0.01144251868
771	0.01141639339
772	0.01140623536
773	0.01138811528
774	0.01135870844
775	0.01134478484
776	0.01130723733
777	0.01128336609
778	0.01126055472
779	0.01125351223
780	0.01122718064
781	0.01120190006
782	0.01120048051
783	0.01117743459
784	0.01116573906
785	0.01114625671
786	0.01112636206
787	0.01111571811
788	0.01108465777
789	0.01107320612
790	0.01106716723
791	0.01104737435
792	0.01103322904
793	0.01101938256
794	0.01100364389
795	0.01099098133
796	0.01098371947
797	0.01095979854
798	0.01095842784
799	0.0109508
800	0.01094979137
801	0.01093710626
802	0.01090376462
803	0.01088267244
804	0.01087954339
805	0.01085924513
806	0.01085767815
807	0.01083880644
808	0.01082249879
809	0.01080425571
810	0.01078456218
811	0.010758536
812	0.01072922427
813	0.01068587747
814	0.0106843514
815	0.01066604154
816	0.0106541333
817	0.01065297237
818	0.01062554625
819	0.01060582755
820	0.01059151639
821	0.01058690127
822	0.01057510747
823	0.01057123674
824	0.01055565033
825	0.0105397458
826	0.01053317745
827	0.01052635525
828	0.01049987095
829	0.01049861516
830	0.01046796374
831	0.0104531805
832	0.01044801815
833	0.01042863291
834	0.01041561696
835	0.01041334251
836	0.01040669388
837	0.01038963476
838	0.01036805481
839	0.01036166122
840	0.01032594359
841	0.01031800113
842	0.01031192357
843	0.01030059873
844	0.01029039609
845	0.01027785423
846	0.01027634487
847	0.01026818748
848	0.01025481071
849	0.0102536426
850	0.01024936956
851	0.01024790187
852	0.0102094582
853	0.0101914868
854	0.01017484719
855	0.0101516029
856	0.01014409923
857	0.01011784353
858	0.01010210054
859	0.01008630942
860	0.01008521555
861	0.01005204402
862	0.01004501758
863	0.01003777537
864	0.010029008
865	0.01002762724
866	0.01001556595
867	0.009986549074
868	0.009968462637
869	0.009944709662
870	0.009924779912
871	0.009919679281
872	0.009907171549
873	0.009892997667
874	0.009871987284
875	0.009860698371
876	0.009859340598
877	0.009840490007
878	0.009816626362
879	0.009809846642
880	0.00977726526
881	0.009754796304
882	0.009724083322
883	0.00970965572
884	0.009698669404
885	0.00966687873
886	0.009658972913
887	0.009644776635
888	0.009631703215
889	0.00961247949
890	0.009597514557
891	0.009579097036
892	0.009564828201
893	0.009554598828
894	0.009536746588
895	0.009514330486
896	0.009495066562
897	0.009493766979
898	0.009483921262
899	0.009464525839
900	0.009460312431
901	0.009428287714
902	0.009415110189
903	0.009405620079
904	0.009389035064
905	0.009387768874
906	0.009386865847
907	0.009358718829
908	0.009349633178
909	0.009341059808
910	0.009334004012
911	0.00932249161
912	0.009317905692
913	0.009297400691
914	0.009277600092
915	0.009268660307
916	0.0092575906
917	0.009241333861
918	0.009225234546
919	0.009217080689
920	0.009205273119
921	0.00918756384
922	0.009179596111
923	0.009162678384
924	0.009152318356
925	0.009151363604
926	0.009121259229
927	0.00911474985
928	0.00910535688
929	0.009095989808
930	0.009076539881
931	0.009072768288
932	0.009050775229
933	0.009040830056
934	0.009028896891
935	0.009007248788
936	0.008983886337
937	0.008971792001
938	0.008958946469
939	0.008931643037
940	0.008916900808
941	0.008906466593
942	0.008886398936
943	0.008880105795
944	0.008851821
945	0.008836266012
946	0.008829898442
947	0.008828766246
948	0.008809866363
949	0.008791834747
950	0.00877474526
951	0.008759565433
952	0.008753399733
953	0.008735351246
954	0.008725786423
955	0.008706340806
956	0.00869280252
957	0.008675789061
958	0.008667165092
959	0.008649479552
960	0.008631782429
961	0.008614338271
962	0.008599864352
963	0.00859269189
964	0.008585572149
965	0.008577531112
966	0.008561263414
967	0.008533425022
968	0.008506318525
969	0.008502370206
970	0.008494442583
971	0.008486545194
972	0.008476150027
973	0.008461238193
974	0.008456729523
975	0.008446258768
976	0.008438599579
977	0.00841399283
978	0.008406446832
979	0.008383351719
980	0.008365283866
981	0.008364497845
982	0.008351683048
983	0.008350909332
984	0.008334344811
985	0.008324783611
986	0.008313487509
987	0.008303221654
988	0.008294135347
989	0.00828839934
990	0.008282650088
991	0.008269708885
992	0.008257151806
993	0.008254439574
994	0.008244731009
995	0.008236570124
996	0.008230647427
997	0.008221842607
998	0.008207529107
999	0.008206988871
